date,system,pattern,wins,losses,n,win_rate
2026-07-18,v4,niconico|dragon|B,582,603,1185,49.11
2026-07-18,v4,niconico|nikoichi|B,112,140,252,44.44
2026-07-18,v4,niconico|nikoichi|P,133,144,277,48.01
2026-07-18,v4,sansan|telecho|P,88,98,186,47.31
2026-07-18,v4,telecho|nikoichi|B,446,431,877,50.86
2026-07-18,v4,telecho|nikoichi|P,441,439,880,50.11
2026-07-18,v4,telecho|telecho|B,1078,1130,2208,48.82
2026-07-19,v3,niconico|dragon|B,338,369,707,47.81
2026-07-19,v3,niconico|nikoichi|B,116,150,266,43.61
2026-07-19,v3,niconico|nikoichi|P,144,147,291,49.48
2026-07-19,v3,sansan|telecho|P,313,283,596,52.52
2026-07-19,v3,telecho|nikoichi|P,517,515,1032,50.10
2026-07-19,v3,telecho|telecho|B,2826,2734,5560,50.83
2026-07-19,v4,bline|telecho|B,2106,1975,4081,51.60
2026-07-19,v4,niconico|dragon|B,602,617,1219,49.38
2026-07-19,v4,niconico|nikoichi|B,116,150,266,43.61
2026-07-19,v4,niconico|nikoichi|P,144,147,291,49.48
2026-07-19,v4,sansan|telecho|P,89,100,189,47.09
2026-07-19,v4,telecho|nikoichi|B,475,448,923,51.46
2026-07-19,v4,telecho|nikoichi|P,462,468,930,49.68
2026-07-19,v4,telecho|telecho|B,1120,1161,2281,49.10
2026-07-20,v3,niconico|dragon|B,362,383,745,48.59
2026-07-20,v3,niconico|nikoichi|B,128,157,285,44.91
2026-07-20,v3,niconico|nikoichi|P,154,156,310,49.68
2026-07-20,v3,sansan|telecho|P,314,284,598,52.51
2026-07-20,v3,telecho|nikoichi|P,542,550,1092,49.63
2026-07-20,v3,telecho|telecho|B,2869,2774,5643,50.84
2026-07-20,v4,bline|telecho|B,2176,2039,4215,51.63
2026-07-20,v4,niconico|dragon|B,626,631,1257,49.80
2026-07-20,v4,niconico|nikoichi|B,128,157,285,44.91
2026-07-20,v4,niconico|nikoichi|P,154,156,310,49.68
2026-07-20,v4,sansan|telecho|P,90,101,191,47.12
2026-07-20,v4,telecho|nikoichi|B,496,476,972,51.03
2026-07-20,v4,telecho|nikoichi|P,487,503,990,49.19
2026-07-20,v4,telecho|telecho|B,1163,1201,2364,49.20
2026-07-21,v3,niconico|dragon|B,378,406,784,48.21
2026-07-21,v3,niconico|nikoichi|B,139,167,306,45.42
2026-07-21,v3,niconico|nikoichi|P,160,163,323,49.54
2026-07-21,v3,sansan|telecho|P,316,286,602,52.49
2026-07-21,v3,telecho|nikoichi|P,565,573,1138,49.65
2026-07-21,v3,telecho|telecho|B,2913,2797,5710,51.02
2026-07-21,v4,bline|telecho|B,2251,2108,4359,51.64
2026-07-21,v4,niconico|dragon|B,642,654,1296,49.54
2026-07-21,v4,niconico|nikoichi|B,139,167,306,45.42
2026-07-21,v4,niconico|nikoichi|P,160,162,322,49.69
2026-07-21,v4,sansan|telecho|P,92,103,195,47.18
2026-07-21,v4,telecho|nikoichi|B,522,498,1020,51.18
2026-07-21,v4,telecho|nikoichi|P,510,526,1036,49.23
2026-07-21,v4,telecho|telecho|B,1207,1224,2431,49.65
2026-07-22,v3,niconico|dragon|B,401,433,834,48.08
2026-07-22,v3,niconico|nikoichi|B,145,172,317,45.74
2026-07-22,v3,niconico|nikoichi|P,169,168,337,50.15
2026-07-22,v3,sansan|telecho|P,318,288,606,52.48
2026-07-22,v3,telecho|nikoichi|P,589,599,1188,49.58
2026-07-22,v3,telecho|telecho|B,2952,2831,5783,51.05
2026-07-22,v4,bline|telecho|B,2324,2188,4512,51.51
2026-07-22,v4,niconico|dragon|B,665,681,1346,49.41
2026-07-22,v4,niconico|nikoichi|B,145,172,317,45.74
2026-07-22,v4,niconico|nikoichi|P,169,167,336,50.30
2026-07-22,v4,sansan|telecho|P,94,105,199,47.24
2026-07-22,v4,telecho|nikoichi|B,547,526,1073,50.98
2026-07-22,v4,telecho|nikoichi|P,533,552,1085,49.12
2026-07-22,v4,telecho|telecho|B,1246,1258,2504,49.76
2026-07-23,v3,niconico|dragon|B,426,451,877,48.57
2026-07-23,v3,niconico|nikoichi|B,152,181,333,45.65
2026-07-23,v3,niconico|nikoichi|P,173,176,349,49.57
2026-07-23,v3,sansan|telecho|P,319,292,611,52.21
2026-07-23,v3,telecho|nikoichi|P,624,617,1241,50.28
2026-07-23,v3,telecho|telecho|B,2996,2862,5858,51.14
2026-07-23,v4,bline|telecho|B,2399,2267,4666,51.41
2026-07-23,v4,niconico|dragon|B,690,699,1389,49.68
2026-07-23,v4,niconico|nikoichi|B,152,181,333,45.65
2026-07-23,v4,niconico|nikoichi|P,173,175,348,49.71
2026-07-23,v4,sansan|telecho|P,95,109,204,46.57
2026-07-23,v4,telecho|nikoichi|B,568,549,1117,50.85
2026-07-23,v4,telecho|nikoichi|P,568,570,1138,49.91
2026-07-23,v4,telecho|telecho|B,1290,1289,2579,50.02
2026-07-24,v3,niconico|dragon|B,447,471,918,48.69
2026-07-24,v3,niconico|nikoichi|B,162,187,349,46.42
2026-07-24,v3,niconico|nikoichi|P,179,184,363,49.31
2026-07-24,v3,sansan|telecho|P,324,294,618,52.43
2026-07-24,v3,telecho|nikoichi|P,652,633,1285,50.74
2026-07-24,v3,telecho|telecho|B,3031,2902,5933,51.09
2026-07-24,v4,bline|telecho|B,2468,2336,4804,51.37
2026-07-24,v4,niconico|dragon|B,711,719,1430,49.72
2026-07-24,v4,niconico|nikoichi|B,162,187,349,46.42
2026-07-24,v4,niconico|nikoichi|P,179,183,362,49.45
2026-07-24,v4,sansan|telecho|P,100,111,211,47.39
2026-07-24,v4,telecho|nikoichi|B,599,569,1168,51.28
2026-07-24,v4,telecho|nikoichi|P,596,586,1182,50.42
2026-07-24,v4,telecho|telecho|B,1325,1329,2654,49.92
2026-07-25,v3,niconico|dragon|B,462,483,945,48.89
2026-07-25,v3,niconico|nikoichi|B,174,194,368,47.28
2026-07-25,v3,niconico|nikoichi|P,186,192,378,49.21
2026-07-25,v3,sansan|telecho|P,329,301,630,52.22
2026-07-25,v3,telecho|nikoichi|P,670,653,1323,50.64
2026-07-25,v3,telecho|telecho|B,3061,2931,5992,51.08
2026-07-25,v4,bline|telecho|B,2534,2407,4941,51.29
2026-07-25,v4,niconico|dragon|B,726,731,1457,49.83
2026-07-25,v4,niconico|nikoichi|B,174,194,368,47.28
2026-07-25,v4,niconico|nikoichi|P,186,191,377,49.34
2026-07-25,v4,sansan|telecho|P,105,118,223,47.09
2026-07-25,v4,telecho|nikoichi|B,623,591,1214,51.32
2026-07-25,v4,telecho|nikoichi|P,614,606,1220,50.33
2026-07-25,v4,telecho|telecho|B,1355,1358,2713,49.94
2026-07-26,v3,niconico|dragon|B,481,507,988,48.68
2026-07-26,v3,niconico|nikoichi|B,180,206,386,46.63
2026-07-26,v3,niconico|nikoichi|P,193,202,395,48.86
2026-07-26,v3,sansan|telecho|P,331,303,634,52.21
2026-07-26,v3,telecho|nikoichi|P,691,671,1362,50.73
2026-07-26,v3,telecho|telecho|B,3097,2959,6056,51.14
2026-07-26,v4,bline|telecho|B,2609,2486,5095,51.21
2026-07-26,v4,niconico|dragon|B,745,755,1500,49.67
2026-07-26,v4,niconico|nikoichi|B,180,206,386,46.63
2026-07-26,v4,niconico|nikoichi|P,193,201,394,48.98
2026-07-26,v4,sansan|telecho|P,107,120,227,47.14
2026-07-26,v4,telecho|nikoichi|B,645,606,1251,51.56
2026-07-26,v4,telecho|nikoichi|P,635,624,1259,50.44
2026-07-26,v4,telecho|telecho|B,1391,1386,2777,50.09
2026-07-27,v3,niconico|dragon|B,497,523,1020,48.73
2026-07-27,v3,niconico|nikoichi|B,187,214,401,46.63
2026-07-27,v3,niconico|nikoichi|P,200,212,412,48.54
2026-07-27,v3,sansan|telecho|P,334,308,642,52.02
2026-07-27,v3,telecho|nikoichi|P,711,696,1407,50.53
2026-07-27,v3,telecho|telecho|B,3142,3001,6143,51.15
2026-07-27,v4,bline|telecho|B,2681,2558,5239,51.17
2026-07-27,v4,niconico|dragon|B,761,771,1532,49.67
2026-07-27,v4,niconico|nikoichi|B,187,214,401,46.63
2026-07-27,v4,niconico|nikoichi|P,200,211,411,48.66
2026-07-27,v4,sansan|telecho|P,110,125,235,46.81
2026-07-27,v4,telecho|nikoichi|B,670,630,1300,51.54
2026-07-27,v4,telecho|nikoichi|P,655,649,1304,50.23
2026-07-27,v4,telecho|telecho|B,1436,1428,2864,50.14
2026-07-28,v3,niconico|dragon|B,518,551,1069,48.46
2026-07-28,v3,niconico|nikoichi|B,191,221,412,46.36
2026-07-28,v3,niconico|nikoichi|P,208,221,429,48.48
2026-07-28,v3,sansan|telecho|P,335,309,644,52.02
2026-07-28,v3,telecho|nikoichi|P,734,715,1449,50.66
2026-07-28,v3,telecho|telecho|B,3190,3033,6223,51.26
2026-07-28,v4,bline|telecho|B,2766,2628,5394,51.28
2026-07-28,v4,niconico|dragon|B,782,799,1581,49.46
2026-07-28,v4,niconico|nikoichi|B,191,221,412,46.36
2026-07-28,v4,niconico|nikoichi|P,208,220,428,48.60
2026-07-28,v4,sansan|telecho|P,111,126,237,46.84
2026-07-28,v4,telecho|nikoichi|B,698,647,1345,51.90
2026-07-28,v4,telecho|nikoichi|P,678,668,1346,50.37
2026-07-28,v4,telecho|telecho|B,1484,1460,2944,50.41
2026-07-29,v3,niconico|dragon|B,539,568,1107,48.69
2026-07-29,v3,niconico|nikoichi|B,197,231,428,46.03
2026-07-29,v3,niconico|nikoichi|P,217,229,446,48.65
2026-07-29,v3,sansan|telecho|P,338,312,650,52.00
2026-07-29,v3,telecho|nikoichi|P,749,741,1490,50.27
2026-07-29,v3,telecho|telecho|B,3220,3072,6292,51.18
2026-07-29,v4,bline|telecho|B,2838,2709,5547,51.16
2026-07-29,v4,niconico|dragon|B,803,816,1619,49.60
2026-07-29,v4,niconico|nikoichi|B,197,231,428,46.03
2026-07-29,v4,niconico|nikoichi|P,217,228,445,48.76
2026-07-29,v4,sansan|telecho|P,114,129,243,46.91
2026-07-29,v4,telecho|nikoichi|B,723,668,1391,51.98
2026-07-29,v4,telecho|nikoichi|P,693,694,1387,49.96
2026-07-29,v4,telecho|telecho|B,1514,1499,3013,50.25
2026-07-30,v3,niconico|dragon|B,563,585,1148,49.04
2026-07-30,v3,niconico|nikoichi|B,201,236,437,46.00
2026-07-30,v3,niconico|nikoichi|P,227,235,462,49.13
2026-07-30,v3,sansan|telecho|P,341,315,656,51.98
2026-07-30,v3,telecho|nikoichi|P,770,759,1529,50.36
2026-07-30,v3,telecho|telecho|B,3251,3102,6353,51.17
2026-07-30,v4,bline|telecho|B,2895,2770,5665,51.10
2026-07-30,v4,niconico|dragon|B,827,833,1660,49.82
2026-07-30,v4,niconico|nikoichi|B,201,236,437,46.00
2026-07-30,v4,niconico|nikoichi|P,227,234,461,49.24
2026-07-30,v4,sansan|telecho|P,117,132,249,46.99
2026-07-30,v4,telecho|nikoichi|B,745,689,1434,51.95
2026-07-30,v4,telecho|nikoichi|P,714,712,1426,50.07
2026-07-30,v4,telecho|telecho|B,1545,1529,3074,50.26
2026-07-31,v3,niconico|dragon|B,580,606,1186,48.90
2026-07-31,v3,niconico|nikoichi|B,209,240,449,46.55
2026-07-31,v3,niconico|nikoichi|P,231,249,480,48.12
2026-07-31,v3,sansan|telecho|P,342,319,661,51.74
2026-07-31,v3,telecho|nikoichi|P,790,776,1566,50.45
2026-07-31,v3,telecho|telecho|B,3278,3149,6427,51.00
2026-07-31,v4,bline|telecho|B,2965,2835,5800,51.12
2026-07-31,v4,niconico|dragon|B,844,854,1698,49.71
2026-07-31,v4,niconico|nikoichi|B,209,240,449,46.55
2026-07-31,v4,niconico|nikoichi|P,231,248,479,48.23
2026-07-31,v4,sansan|telecho|P,118,136,254,46.46
2026-07-31,v4,telecho|nikoichi|B,768,716,1484,51.75
2026-07-31,v4,telecho|nikoichi|P,734,729,1463,50.17
2026-07-31,v4,telecho|telecho|B,1572,1576,3148,49.94
2026-08-01,v3,niconico|dragon|B,596,615,1211,49.22
2026-08-01,v3,niconico|nikoichi|B,216,243,459,47.06
2026-08-01,v3,niconico|nikoichi|P,237,255,492,48.17
2026-08-01,v3,sansan|telecho|P,346,321,667,51.87
2026-08-01,v3,telecho|nikoichi|P,814,805,1619,50.28
2026-08-01,v3,telecho|telecho|B,3310,3179,6489,51.01
2026-08-01,v4,bline|telecho|B,3035,2904,5939,51.10
2026-08-01,v4,niconico|dragon|B,860,863,1723,49.91
2026-08-01,v4,niconico|nikoichi|B,216,243,459,47.06
2026-08-01,v4,niconico|nikoichi|P,237,254,491,48.27
2026-08-01,v4,sansan|telecho|P,122,138,260,46.92
2026-08-01,v4,telecho|nikoichi|B,789,739,1528,51.64
2026-08-01,v4,telecho|nikoichi|P,758,758,1516,50.00
2026-08-01,v4,telecho|telecho|B,1604,1606,3210,49.97
2026-08-02,v3,niconico|dragon|B,614,628,1242,49.44
2026-08-02,v3,niconico|nikoichi|B,225,249,474,47.47
2026-08-02,v3,niconico|nikoichi|P,248,262,510,48.63
2026-08-02,v3,sansan|telecho|P,349,325,674,51.78
2026-08-02,v3,telecho|nikoichi|P,837,828,1665,50.27
2026-08-02,v3,telecho|telecho|B,3348,3219,6567,50.98
2026-08-02,v4,bline|telecho|B,3100,2978,6078,51.00
2026-08-02,v4,niconico|dragon|B,878,876,1754,50.06
2026-08-02,v4,niconico|nikoichi|B,225,249,474,47.47
2026-08-02,v4,niconico|nikoichi|P,248,261,509,48.72
2026-08-02,v4,sansan|telecho|P,125,142,267,46.82
2026-08-02,v4,telecho|nikoichi|B,805,765,1570,51.27
2026-08-02,v4,telecho|nikoichi|P,781,781,1562,50.00
2026-08-02,v4,telecho|telecho|B,1642,1646,3288,49.94
2026-08-03,v3,niconico|dragon|B,629,641,1270,49.53
2026-08-03,v3,niconico|nikoichi|B,230,255,485,47.42
2026-08-03,v3,niconico|nikoichi|P,257,266,523,49.14
2026-08-03,v3,sansan|telecho|P,351,326,677,51.85
2026-08-03,v3,telecho|nikoichi|P,865,858,1723,50.20
2026-08-03,v3,telecho|telecho|B,3393,3254,6647,51.05
2026-08-03,v4,bline|telecho|B,3166,3034,6200,51.06
2026-08-03,v4,niconico|dragon|B,893,889,1782,50.11
2026-08-03,v4,niconico|nikoichi|B,230,255,485,47.42
2026-08-03,v4,niconico|nikoichi|P,257,265,522,49.23
2026-08-03,v4,sansan|telecho|P,127,143,270,47.04
2026-08-03,v4,telecho|nikoichi|B,830,794,1624,51.11
2026-08-03,v4,telecho|nikoichi|P,809,811,1620,49.94
2026-08-03,v4,telecho|telecho|B,1687,1681,3368,50.09
2026-08-04,v3,niconico|dragon|B,646,656,1302,49.62
2026-08-04,v3,niconico|nikoichi|B,238,261,499,47.70
2026-08-04,v3,niconico|nikoichi|P,264,271,535,49.35
2026-08-04,v3,sansan|telecho|P,354,327,681,51.98
2026-08-04,v3,telecho|nikoichi|P,882,875,1757,50.20
2026-08-04,v3,telecho|telecho|B,3428,3276,6704,51.13
2026-08-04,v4,bline|telecho|B,3232,3088,6320,51.14
2026-08-04,v4,niconico|dragon|B,910,904,1814,50.17
2026-08-04,v4,niconico|nikoichi|B,238,261,499,47.70
2026-08-04,v4,niconico|nikoichi|P,264,270,534,49.44
2026-08-04,v4,sansan|telecho|P,130,144,274,47.45
2026-08-04,v4,telecho|nikoichi|B,852,809,1661,51.29
2026-08-04,v4,telecho|nikoichi|P,826,828,1654,49.94
2026-08-04,v4,telecho|telecho|B,1722,1703,3425,50.28
2026-08-05,v3,niconico|dragon|B,668,682,1350,49.48
2026-08-05,v3,niconico|nikoichi|B,246,271,517,47.58
2026-08-05,v3,niconico|nikoichi|P,275,282,557,49.37
2026-08-05,v3,sansan|telecho|P,354,330,684,51.75
2026-08-05,v3,telecho|nikoichi|P,903,892,1795,50.31
2026-08-05,v3,telecho|telecho|B,3455,3308,6763,51.09
2026-08-05,v4,bline|telecho|B,3309,3162,6471,51.14
2026-08-05,v4,niconico|dragon|B,932,930,1862,50.05
2026-08-05,v4,niconico|nikoichi|B,246,271,517,47.58
2026-08-05,v4,niconico|nikoichi|P,275,281,556,49.46
2026-08-05,v4,sansan|telecho|P,130,147,277,46.93
2026-08-05,v4,telecho|nikoichi|B,879,828,1707,51.49
2026-08-05,v4,telecho|nikoichi|P,847,845,1692,50.06
2026-08-05,v4,telecho|telecho|B,1749,1735,3484,50.20
2026-08-06,v3,niconico|dragon|B,680,702,1382,49.20
2026-08-06,v3,niconico|nikoichi|B,258,282,540,47.78
2026-08-06,v3,niconico|nikoichi|P,282,287,569,49.56
2026-08-06,v3,sansan|telecho|P,356,332,688,51.74
2026-08-06,v3,telecho|nikoichi|P,922,916,1838,50.16
2026-08-06,v3,telecho|telecho|B,3502,3342,6844,51.17
2026-08-06,v4,bline|telecho|B,3382,3224,6606,51.20
2026-08-06,v4,niconico|dragon|B,944,950,1894,49.84
2026-08-06,v4,niconico|nikoichi|B,258,282,540,47.78
2026-08-06,v4,niconico|nikoichi|P,282,286,568,49.65
2026-08-06,v4,sansan|telecho|P,132,149,281,46.98
2026-08-06,v4,telecho|nikoichi|B,907,849,1756,51.65
2026-08-06,v4,telecho|nikoichi|P,866,869,1735,49.91
2026-08-06,v4,telecho|telecho|B,1796,1769,3565,50.38
2026-08-07,v3,niconico|dragon|B,695,713,1408,49.36
2026-08-07,v3,niconico|nikoichi|B,267,284,551,48.46
2026-08-07,v3,niconico|nikoichi|P,294,291,585,50.26
2026-08-07,v3,sansan|telecho|P,361,336,697,51.79
2026-08-07,v3,telecho|nikoichi|P,942,939,1881,50.08
2026-08-07,v3,telecho|telecho|B,3537,3380,6917,51.13
2026-08-07,v4,bline|telecho|B,3458,3300,6758,51.17
2026-08-07,v4,niconico|dragon|B,959,961,1920,49.95
2026-08-07,v4,niconico|nikoichi|B,267,284,551,48.46
2026-08-07,v4,niconico|nikoichi|P,294,290,584,50.34
2026-08-07,v4,sansan|telecho|P,137,153,290,47.24
2026-08-07,v4,telecho|nikoichi|B,933,872,1805,51.69
2026-08-07,v4,telecho|nikoichi|P,886,892,1778,49.83
2026-08-07,v4,telecho|telecho|B,1831,1807,3638,50.33
2026-08-08,v3,niconico|dragon|B,708,729,1437,49.27
2026-08-08,v3,niconico|nikoichi|B,270,290,560,48.21
2026-08-08,v3,niconico|nikoichi|P,303,296,599,50.58
2026-08-08,v3,sansan|telecho|P,364,338,702,51.85
2026-08-08,v3,telecho|nikoichi|P,967,962,1929,50.13
2026-08-08,v3,telecho|telecho|B,3568,3419,6987,51.07
2026-08-08,v4,bline|telecho|B,3519,3378,6897,51.02
2026-08-08,v4,niconico|dragon|B,972,977,1949,49.87
2026-08-08,v4,niconico|nikoichi|B,270,290,560,48.21
2026-08-08,v4,niconico|nikoichi|P,303,295,598,50.67
2026-08-08,v4,sansan|telecho|P,140,155,295,47.46
2026-08-08,v4,telecho|nikoichi|B,955,891,1846,51.73
2026-08-08,v4,telecho|nikoichi|P,911,915,1826,49.89
2026-08-08,v4,telecho|telecho|B,1862,1846,3708,50.22
2026-08-09,v3,niconico|dragon|B,733,744,1477,49.63
2026-08-09,v3,niconico|nikoichi|B,272,298,570,47.72
2026-08-09,v3,niconico|nikoichi|P,311,300,611,50.90
2026-08-09,v3,sansan|telecho|P,365,338,703,51.92
2026-08-09,v3,telecho|nikoichi|P,993,983,1976,50.25
2026-08-09,v3,telecho|telecho|B,3609,3455,7064,51.09
2026-08-09,v4,bline|telecho|B,3587,3433,7020,51.10
2026-08-09,v4,niconico|dragon|B,997,992,1989,50.13
2026-08-09,v4,niconico|nikoichi|B,272,298,570,47.72
2026-08-09,v4,niconico|nikoichi|P,311,299,610,50.98
2026-08-09,v4,sansan|telecho|P,141,155,296,47.64
2026-08-09,v4,telecho|nikoichi|B,983,909,1892,51.96
2026-08-09,v4,telecho|nikoichi|P,937,936,1873,50.03
2026-08-09,v4,telecho|telecho|B,1903,1882,3785,50.28
2026-08-10,v3,niconico|dragon|B,752,760,1512,49.74
2026-08-10,v3,niconico|nikoichi|B,279,304,583,47.86
2026-08-10,v3,niconico|nikoichi|P,320,307,627,51.04
2026-08-10,v3,sansan|telecho|P,366,340,706,51.84
2026-08-10,v3,telecho|nikoichi|P,1015,1009,2024,50.15
2026-08-10,v3,telecho|telecho|B,3645,3484,7129,51.13
2026-08-10,v4,bline|telecho|B,3650,3500,7150,51.05
2026-08-10,v4,niconico|dragon|B,1016,1008,2024,50.20
2026-08-10,v4,niconico|nikoichi|B,279,304,583,47.86
2026-08-10,v4,niconico|nikoichi|P,320,306,626,51.12
2026-08-10,v4,sansan|telecho|P,142,157,299,47.49
2026-08-10,v4,telecho|nikoichi|B,1009,923,1932,52.23
2026-08-10,v4,telecho|nikoichi|P,959,962,1921,49.92
2026-08-10,v4,telecho|telecho|B,1940,1911,3851,50.38
2026-08-11,v3,niconico|dragon|B,766,785,1551,49.39
2026-08-11,v3,niconico|nikoichi|B,287,312,599,47.91
2026-08-11,v3,niconico|nikoichi|P,329,313,642,51.25
2026-08-11,v3,sansan|telecho|P,368,341,709,51.90
2026-08-11,v3,telecho|nikoichi|P,1039,1040,2079,49.98
2026-08-11,v3,telecho|telecho|B,3671,3519,7190,51.06
2026-08-11,v4,bline|telecho|B,3717,3576,7293,50.97
2026-08-11,v4,niconico|dragon|B,1030,1033,2063,49.93
2026-08-11,v4,niconico|nikoichi|B,287,312,599,47.91
2026-08-11,v4,niconico|nikoichi|P,329,312,641,51.33
2026-08-11,v4,sansan|telecho|P,144,158,302,47.68
2026-08-11,v4,telecho|nikoichi|B,1028,934,1962,52.40
2026-08-11,v4,telecho|nikoichi|P,983,993,1976,49.75
2026-08-11,v4,telecho|telecho|B,1966,1946,3912,50.26
2026-08-12,v3,niconico|dragon|B,784,807,1591,49.28
2026-08-12,v3,niconico|nikoichi|B,296,321,617,47.97
2026-08-12,v3,niconico|nikoichi|P,330,322,652,50.61
2026-08-12,v3,sansan|telecho|P,372,341,713,52.17
2026-08-12,v3,telecho|nikoichi|P,1061,1072,2133,49.74
2026-08-12,v3,telecho|telecho|B,3710,3551,7261,51.09
2026-08-12,v4,bline|telecho|B,3788,3639,7427,51.00
2026-08-12,v4,niconico|dragon|B,1048,1055,2103,49.83
2026-08-12,v4,niconico|nikoichi|B,296,321,617,47.97
2026-08-12,v4,niconico|nikoichi|P,330,321,651,50.69
2026-08-12,v4,sansan|telecho|P,148,158,306,48.37
2026-08-12,v4,telecho|nikoichi|B,1053,945,1998,52.70
2026-08-12,v4,telecho|nikoichi|P,1005,1025,2030,49.51
2026-08-12,v4,telecho|telecho|B,2006,1978,3984,50.35
2026-08-13,v3,niconico|dragon|B,801,818,1619,49.47
2026-08-13,v3,niconico|nikoichi|B,304,327,631,48.18
2026-08-13,v3,niconico|nikoichi|P,343,323,666,51.50
2026-08-13,v3,sansan|telecho|P,375,345,720,52.08
2026-08-13,v3,telecho|nikoichi|P,1083,1101,2184,49.59
2026-08-13,v3,telecho|telecho|B,3741,3581,7322,51.09
2026-08-13,v4,bline|telecho|B,3869,3711,7580,51.04
2026-08-13,v4,niconico|dragon|B,1065,1066,2131,49.98
2026-08-13,v4,niconico|nikoichi|B,304,327,631,48.18
2026-08-13,v4,niconico|nikoichi|P,343,322,665,51.58
2026-08-13,v4,sansan|telecho|P,151,162,313,48.24
2026-08-13,v4,telecho|nikoichi|B,1075,976,2051,52.41
2026-08-13,v4,telecho|nikoichi|P,1027,1054,2081,49.35
2026-08-13,v4,telecho|telecho|B,2037,2008,4045,50.36
2026-08-14,v3,niconico|dragon|B,826,840,1666,49.58
2026-08-14,v3,niconico|nikoichi|B,312,330,642,48.60
2026-08-14,v3,niconico|nikoichi|P,352,330,682,51.61
2026-08-14,v3,sansan|telecho|P,377,349,726,51.93
2026-08-14,v3,telecho|nikoichi|P,1105,1127,2232,49.51
2026-08-14,v3,telecho|telecho|B,3780,3615,7395,51.12
2026-08-14,v4,bline|telecho|B,3937,3785,7722,50.98
2026-08-14,v4,niconico|dragon|B,1090,1088,2178,50.05
2026-08-14,v4,niconico|nikoichi|B,312,330,642,48.60
2026-08-14,v4,niconico|nikoichi|P,352,329,681,51.69
2026-08-14,v4,sansan|telecho|P,153,166,319,47.96
2026-08-14,v4,telecho|nikoichi|B,1097,998,2095,52.36
2026-08-14,v4,telecho|nikoichi|P,1049,1080,2129,49.27
2026-08-14,v4,telecho|telecho|B,2076,2042,4118,50.41
2026-08-15,v3,niconico|dragon|B,848,854,1702,49.82
2026-08-15,v3,niconico|nikoichi|B,321,339,660,48.64
2026-08-15,v3,niconico|nikoichi|P,357,338,695,51.37
2026-08-15,v3,sansan|telecho|P,380,353,733,51.84
2026-08-15,v3,telecho|nikoichi|P,1128,1153,2281,49.45
2026-08-15,v3,telecho|telecho|B,3816,3654,7470,51.08
2026-08-15,v4,bline|telecho|B,4021,3856,7877,51.05
2026-08-15,v4,niconico|dragon|B,1112,1102,2214,50.23
2026-08-15,v4,niconico|nikoichi|B,321,339,660,48.64
2026-08-15,v4,niconico|nikoichi|P,357,337,694,51.44
2026-08-15,v4,sansan|telecho|P,156,170,326,47.85
2026-08-15,v4,telecho|nikoichi|B,1115,1024,2139,52.13
2026-08-15,v4,telecho|nikoichi|P,1072,1106,2178,49.22
2026-08-15,v4,telecho|telecho|B,2111,2081,4192,50.36
2026-08-16,v3,niconico|dragon|B,871,870,1741,50.03
2026-08-16,v3,niconico|nikoichi|B,331,341,672,49.26
2026-08-16,v3,niconico|nikoichi|P,363,347,710,51.13
2026-08-16,v3,sansan|telecho|P,387,353,740,52.30
2026-08-16,v3,telecho|nikoichi|P,1156,1179,2335,49.51
2026-08-16,v3,telecho|telecho|B,3858,3696,7554,51.07
2026-08-16,v4,bline|telecho|B,4096,3925,8021,51.07
2026-08-16,v4,niconico|dragon|B,1135,1118,2253,50.38
2026-08-16,v4,niconico|nikoichi|B,331,341,672,49.26
2026-08-16,v4,niconico|nikoichi|P,363,346,709,51.20
2026-08-16,v4,sansan|telecho|P,163,170,333,48.95
2026-08-16,v4,telecho|nikoichi|B,1141,1045,2186,52.20
2026-08-16,v4,telecho|nikoichi|P,1100,1132,2232,49.28
2026-08-16,v4,telecho|telecho|B,2153,2123,4276,50.35
2026-08-17,v3,niconico|dragon|B,886,885,1771,50.03
2026-08-17,v3,niconico|nikoichi|B,336,347,683,49.19
2026-08-17,v3,niconico|nikoichi|P,368,353,721,51.04
2026-08-17,v3,sansan|telecho|P,388,358,746,52.01
2026-08-17,v3,telecho|nikoichi|P,1178,1193,2371,49.68
2026-08-17,v3,telecho|telecho|B,3904,3726,7630,51.17
2026-08-17,v4,bline|telecho|B,4167,3997,8164,51.04
2026-08-17,v4,niconico|dragon|B,1150,1133,2283,50.37
2026-08-17,v4,niconico|nikoichi|B,336,347,683,49.19
2026-08-17,v4,niconico|nikoichi|P,368,352,720,51.11
2026-08-17,v4,sansan|telecho|P,164,175,339,48.38
2026-08-17,v4,telecho|nikoichi|B,1166,1062,2228,52.33
2026-08-17,v4,telecho|nikoichi|P,1122,1146,2268,49.47
2026-08-17,v4,telecho|telecho|B,2199,2153,4352,50.53
2026-08-18,v3,niconico|dragon|B,904,897,1801,50.19
2026-08-18,v3,niconico|nikoichi|B,344,349,693,49.64
2026-08-18,v3,niconico|nikoichi|P,370,355,725,51.03
2026-08-18,v3,sansan|telecho|P,390,358,748,52.14
2026-08-18,v3,telecho|nikoichi|P,1201,1214,2415,49.73
2026-08-18,v3,telecho|telecho|B,3943,3761,7704,51.18
2026-08-18,v4,bline|telecho|B,4216,4048,8264,51.02
2026-08-18,v4,niconico|dragon|B,1168,1145,2313,50.50
2026-08-18,v4,niconico|nikoichi|B,344,349,693,49.64
